Name,Age,Nationality,Preferred Positions,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys
F. Muñoz,25,Argentina,ST RM ,70,88.0,75.0,79.0,73.0,71.0,69.0,62.0,44.0,72.0,64.0,44.0,12.0,9.0,14.0,15.0,13.0,55.0,36.0,73.0,56.0,66.0,26.0,58.0,67.0,73.0,61.0,72.0,29.0,87.0,70.0,26.0,62.0,64.0,67.0
L. Galados,33,Chile,RB ,70,77.0,67.0,61.0,57.0,61.0,61.0,72.0,45.0,55.0,41.0,46.0,12.0,8.0,16.0,9.0,16.0,62.0,63.0,62.0,71.0,42.0,66.0,61.0,56.0,64.0,73.0,43.0,67.0,78.0,78.0,68.0,79.0,62.0,44.0
D. Khomchenovskyi,27,Ukraine,LM ,70,74.0,33.0,69.0,70.0,71.0,63.0,73.0,53.0,72.0,54.0,45.0,16.0,16.0,11.0,15.0,13.0,44.0,22.0,34.0,67.0,61.0,33.0,59.0,57.0,69.0,71.0,70.0,31.0,73.0,71.0,32.0,68.0,72.0,49.0
Ansel Barnisco,29,Brazil,RM CM CDM ,70,64.0,55.0,51.0,61.0,61.0,67.0,55.0,44.0,64.0,51.0,42.0,11.0,9.0,7.0,7.0,12.0,69.0,72.0,62.0,72.0,53.0,72.0,75.0,58.0,73.0,71.0,55.0,71.0,63.0,72.0,66.0,80.0,71.0,46.0
J. Berget,26,Norway,ST ,70,77.0,62.0,67.0,64.0,66.0,74.0,62.0,57.0,64.0,68.0,64.0,15.0,7.0,15.0,7.0,16.0,58.0,46.0,49.0,65.0,66.0,41.0,62.0,72.0,68.0,66.0,80.0,42.0,83.0,93.0,44.0,72.0,68.0,65.0
L. Owona,26,Cameroon,CB ,70,70.0,66.0,66.0,50.0,59.0,59.0,57.0,47.0,22.0,45.0,40.0,8.0,9.0,13.0,15.0,15.0,71.0,67.0,75.0,61.0,52.0,74.0,45.0,20.0,61.0,65.0,55.0,67.0,69.0,69.0,71.0,71.0,29.0,39.0
E. Reijnen,30,Netherlands,CB ,70,39.0,65.0,40.0,38.0,65.0,65.0,44.0,40.0,53.0,18.0,30.0,12.0,8.0,15.0,14.0,11.0,73.0,73.0,77.0,72.0,24.0,67.0,44.0,58.0,64.0,71.0,50.0,66.0,34.0,62.0,67.0,82.0,52.0,34.0
R. Bezjak,28,Slovenia,LM RM ST ,70,73.0,53.0,78.0,74.0,69.0,65.0,59.0,33.0,66.0,72.0,53.0,8.0,13.0,15.0,13.0,9.0,70.0,17.0,76.0,47.0,68.0,19.0,64.0,71.0,67.0,65.0,71.0,24.0,72.0,65.0,16.0,57.0,52.0,70.0
S. Cerrión,33,Chile,CB RB ,70,67.0,66.0,51.0,59.0,61.0,62.0,66.0,53.0,62.0,45.0,57.0,15.0,14.0,12.0,9.0,13.0,71.0,73.0,71.0,67.0,46.0,72.0,61.0,47.0,62.0,68.0,51.0,73.0,66.0,73.0,74.0,72.0,62.0,55.0
Alam Araújo,25,Brazil,LM LB ,70,75.0,55.0,71.0,74.0,62.0,63.0,71.0,61.0,71.0,55.0,66.0,12.0,8.0,11.0,10.0,11.0,69.0,64.0,58.0,71.0,44.0,68.0,50.0,55.0,61.0,71.0,51.0,73.0,77.0,70.0,73.0,66.0,41.0,44.0
Marcelo Toscano,32,Brazil,CAM ST ,70,69.0,65.0,66.0,64.0,66.0,54.0,64.0,67.0,64.0,68.0,67.0,16.0,10.0,15.0,14.0,12.0,77.0,56.0,64.0,60.0,63.0,53.0,73.0,71.0,67.0,66.0,73.0,50.0,67.0,70.0,47.0,77.0,73.0,64.0
C. Adams,20,England,CAM LM ST ,70,90.0,66.0,80.0,74.0,72.0,62.0,49.0,60.0,71.0,73.0,59.0,16.0,13.0,12.0,15.0,9.0,48.0,36.0,76.0,52.0,65.0,30.0,49.0,69.0,65.0,59.0,74.0,36.0,89.0,74.0,38.0,78.0,59.0,47.0
L. Rodríguez,26,Mexico,RM RB ,70,86.0,40.0,78.0,72.0,71.0,68.0,68.0,59.0,70.0,56.0,60.0,10.0,7.0,10.0,6.0,8.0,56.0,67.0,63.0,64.0,67.0,64.0,40.0,61.0,66.0,69.0,68.0,60.0,85.0,83.0,64.0,67.0,66.0,57.0
J. Tinhan,28,France,ST ,70,88.0,49.0,84.0,83.0,64.0,60.0,65.0,49.0,66.0,74.0,54.0,6.0,11.0,16.0,8.0,10.0,65.0,50.0,65.0,59.0,54.0,39.0,64.0,72.0,66.0,63.0,67.0,33.0,91.0,65.0,37.0,68.0,58.0,53.0
A. Ahamada,25,Comoros,GK ,70,43.0,33.0,42.0,34.0,22.0,55.0,17.0,16.0,13.0,12.0,12.0,78.0,62.0,58.0,64.0,75.0,30.0,26.0,67.0,34.0,13.0,15.0,21.0,13.0,72.0,30.0,19.0,10.0,38.0,38.0,19.0,75.0,24.0,13.0
T. Rantie,26,South Africa,ST ,70,88.0,62.0,84.0,88.0,69.0,67.0,56.0,63.0,73.0,67.0,48.0,10.0,11.0,16.0,15.0,14.0,57.0,22.0,71.0,51.0,60.0,22.0,57.0,68.0,65.0,62.0,76.0,21.0,92.0,75.0,19.0,61.0,63.0,60.0
S. Nishikawa,31,Japan,GK ,70,44.0,25.0,68.0,56.0,27.0,29.0,18.0,23.0,29.0,14.0,12.0,73.0,68.0,77.0,70.0,73.0,27.0,18.0,65.0,37.0,17.0,16.0,30.0,15.0,54.0,34.0,16.0,13.0,40.0,36.0,17.0,64.0,62.0,14.0
Renatao Baumer,33,Brazil,LB ,70,64.0,69.0,47.0,71.0,64.0,62.0,70.0,62.0,56.0,47.0,58.0,10.0,9.0,8.0,14.0,9.0,68.0,64.0,66.0,64.0,60.0,71.0,48.0,51.0,62.0,72.0,57.0,70.0,68.0,75.0,75.0,67.0,48.0,52.0
J. Pearce,29,England,CB ,70,37.0,76.0,58.0,60.0,47.0,58.0,42.0,31.0,40.0,13.0,27.0,7.0,6.0,7.0,7.0,8.0,69.0,68.0,73.0,54.0,36.0,69.0,32.0,37.0,63.0,49.0,27.0,72.0,53.0,77.0,71.0,82.0,34.0,23.0
Cifuentes,38,Spain,GK ,70,47.0,28.0,31.0,42.0,28.0,50.0,11.0,21.0,17.0,10.0,12.0,62.0,76.0,60.0,79.0,65.0,22.0,22.0,60.0,32.0,16.0,12.0,27.0,14.0,63.0,20.0,41.0,12.0,46.0,39.0,13.0,68.0,38.0,20.0
A. Walke,34,Germany,GK ,70,38.0,42.0,41.0,42.0,14.0,30.0,13.0,12.0,19.0,8.0,14.0,71.0,67.0,73.0,66.0,72.0,24.0,22.0,70.0,19.0,14.0,18.0,31.0,9.0,71.0,18.0,27.0,22.0,33.0,38.0,13.0,70.0,46.0,19.0
T. Kane,23,England,RB ,70,75.0,65.0,63.0,68.0,65.0,64.0,68.0,41.0,68.0,32.0,35.0,9.0,13.0,16.0,14.0,6.0,51.0,65.0,64.0,55.0,51.0,69.0,50.0,59.0,65.0,62.0,68.0,74.0,77.0,74.0,69.0,62.0,39.0,34.0
A. Bjelica,23,Serbia,CB LB ,70,67.0,79.0,60.0,60.0,68.0,63.0,72.0,71.0,69.0,34.0,70.0,11.0,9.0,14.0,13.0,13.0,68.0,69.0,71.0,71.0,67.0,68.0,46.0,54.0,67.0,69.0,79.0,70.0,67.0,73.0,69.0,76.0,66.0,52.0
E. Unsain,22,Argentina,GK ,70,45.0,18.0,50.0,51.0,22.0,23.0,15.0,20.0,21.0,14.0,17.0,78.0,64.0,73.0,60.0,74.0,15.0,20.0,60.0,23.0,12.0,12.0,22.0,9.0,67.0,34.0,22.0,20.0,39.0,32.0,19.0,63.0,41.0,18.0
A. Mercelán,25,Chile,RM RB ,70,71.0,57.0,72.0,71.0,62.0,66.0,77.0,41.0,67.0,51.0,42.0,12.0,8.0,13.0,7.0,9.0,65.0,66.0,66.0,61.0,52.0,71.0,62.0,51.0,67.0,67.0,53.0,71.0,73.0,65.0,71.0,64.0,67.0,54.0
P. Wszołek,25,Poland,RWB RM RW ,70,76.0,60.0,72.0,61.0,73.0,69.0,71.0,58.0,73.0,55.0,52.0,14.0,12.0,10.0,10.0,10.0,54.0,35.0,61.0,68.0,60.0,38.0,51.0,68.0,69.0,71.0,66.0,37.0,77.0,82.0,39.0,75.0,69.0,56.0
C. Cohen,30,England,LB CDM CM ,70,52.0,70.0,71.0,74.0,72.0,74.0,74.0,74.0,67.0,60.0,69.0,15.0,11.0,7.0,8.0,8.0,68.0,67.0,74.0,66.0,66.0,65.0,66.0,66.0,72.0,69.0,69.0,69.0,50.0,82.0,67.0,73.0,65.0,68.0
J. Vergara,23,Colombia,CB ,70,41.0,61.0,54.0,38.0,52.0,60.0,13.0,12.0,50.0,15.0,15.0,5.0,10.0,9.0,8.0,6.0,73.0,71.0,66.0,45.0,12.0,75.0,19.0,13.0,55.0,49.0,15.0,69.0,68.0,67.0,75.0,78.0,19.0,14.0
Vinícius Araújo,24,Brazil,ST ,70,72.0,59.0,69.0,77.0,68.0,57.0,44.0,53.0,69.0,67.0,44.0,12.0,9.0,14.0,13.0,9.0,72.0,29.0,77.0,48.0,59.0,23.0,70.0,69.0,67.0,67.0,71.0,20.0,73.0,50.0,22.0,69.0,58.0,58.0
Borja Lasso,23,Spain,CM LM CAM ,70,57.0,81.0,65.0,40.0,74.0,61.0,72.0,63.0,76.0,68.0,64.0,9.0,11.0,5.0,12.0,12.0,38.0,48.0,33.0,69.0,70.0,31.0,61.0,64.0,67.0,71.0,74.0,38.0,53.0,74.0,45.0,64.0,66.0,52.0
I. González,32,Mexico,CB ,70,45.0,83.0,44.0,40.0,54.0,48.0,47.0,42.0,48.0,34.0,40.0,13.0,16.0,12.0,15.0,12.0,72.0,65.0,69.0,53.0,41.0,70.0,46.0,36.0,57.0,58.0,42.0,70.0,47.0,67.0,70.0,83.0,43.0,44.0
F. Mattiello,21,Italy,LB RB ,70,69.0,66.0,76.0,73.0,73.0,64.0,72.0,76.0,70.0,39.0,59.0,7.0,5.0,8.0,9.0,5.0,68.0,60.0,55.0,63.0,76.0,68.0,58.0,60.0,60.0,69.0,76.0,72.0,74.0,69.0,72.0,65.0,60.0,69.0
P. Schobesberger,23,Austria,CF RM RW ,70,92.0,55.0,90.0,69.0,72.0,55.0,64.0,56.0,75.0,68.0,43.0,15.0,13.0,15.0,14.0,11.0,49.0,42.0,83.0,58.0,62.0,35.0,48.0,53.0,55.0,61.0,61.0,32.0,91.0,66.0,34.0,59.0,63.0,59.0
D. Cotterill,29,Wales,RM ,70,77.0,47.0,77.0,76.0,69.0,70.0,76.0,80.0,69.0,63.0,70.0,7.0,11.0,13.0,12.0,13.0,37.0,30.0,72.0,70.0,72.0,17.0,63.0,62.0,66.0,66.0,70.0,25.0,76.0,66.0,32.0,61.0,73.0,58.0
T. Langerman,31,South Africa,LB ,70,80.0,58.0,68.0,77.0,71.0,62.0,70.0,64.0,74.0,42.0,67.0,8.0,9.0,11.0,10.0,8.0,46.0,65.0,50.0,49.0,75.0,73.0,49.0,66.0,66.0,62.0,69.0,69.0,76.0,70.0,73.0,59.0,64.0,42.0
G. Díaz,27,Argentina,LM ,70,81.0,49.0,79.0,76.0,73.0,65.0,66.0,58.0,77.0,54.0,47.0,9.0,12.0,15.0,9.0,10.0,48.0,26.0,50.0,60.0,52.0,36.0,64.0,64.0,63.0,65.0,66.0,38.0,80.0,60.0,40.0,50.0,67.0,57.0
Rodrigo Pinho,26,Brazil,ST ,70,62.0,36.0,67.0,59.0,77.0,67.0,39.0,65.0,70.0,71.0,56.0,8.0,10.0,9.0,9.0,13.0,68.0,13.0,74.0,50.0,63.0,14.0,69.0,65.0,67.0,63.0,74.0,22.0,62.0,65.0,17.0,76.0,62.0,64.0
Alexio Sanctos,25,Brazil,CB RB ,70,49.0,85.0,67.0,64.0,64.0,67.0,66.0,32.0,60.0,48.0,40.0,9.0,7.0,9.0,14.0,10.0,76.0,66.0,75.0,59.0,42.0,76.0,41.0,50.0,74.0,63.0,76.0,74.0,68.0,62.0,77.0,82.0,48.0,36.0
K. Darlow,26,England,GK ,70,59.0,13.0,63.0,64.0,27.0,24.0,12.0,19.0,12.0,14.0,16.0,70.0,69.0,64.0,66.0,73.0,12.0,25.0,67.0,28.0,11.0,15.0,19.0,18.0,65.0,32.0,13.0,12.0,52.0,44.0,11.0,58.0,36.0,15.0
M. Pack,26,England,CDM CM ,70,57.0,66.0,64.0,60.0,69.0,72.0,68.0,57.0,63.0,52.0,68.0,10.0,8.0,11.0,15.0,9.0,65.0,70.0,68.0,70.0,57.0,63.0,64.0,60.0,63.0,73.0,73.0,61.0,65.0,89.0,64.0,75.0,71.0,54.0
A. Cordaro,31,Belgium,RM ,70,74.0,55.0,80.0,81.0,70.0,70.0,70.0,71.0,72.0,66.0,61.0,11.0,12.0,8.0,7.0,15.0,47.0,38.0,70.0,67.0,68.0,15.0,62.0,68.0,66.0,68.0,69.0,25.0,68.0,68.0,40.0,57.0,67.0,63.0
D. Verde,21,Italy,RM CF ST RW ,70,91.0,58.0,85.0,93.0,77.0,64.0,64.0,68.0,75.0,50.0,43.0,7.0,12.0,14.0,9.0,12.0,46.0,24.0,45.0,60.0,60.0,28.0,59.0,56.0,58.0,68.0,72.0,35.0,89.0,70.0,37.0,33.0,68.0,60.0
E. Dreer,35,Ecuador,GK ,70,35.0,21.0,49.0,23.0,14.0,14.0,21.0,11.0,22.0,12.0,17.0,70.0,68.0,62.0,68.0,70.0,19.0,11.0,55.0,20.0,11.0,17.0,11.0,11.0,69.0,14.0,12.0,11.0,34.0,29.0,14.0,43.0,42.0,11.0
J. Kopic,27,Czech Republic,LM RW RM ,70,78.0,53.0,75.0,70.0,72.0,69.0,70.0,67.0,75.0,62.0,64.0,11.0,14.0,13.0,11.0,6.0,48.0,38.0,56.0,66.0,68.0,26.0,59.0,67.0,58.0,66.0,73.0,31.0,80.0,62.0,38.0,55.0,65.0,68.0
E. Finlay,26,United States,RM ,70,88.0,57.0,70.0,69.0,69.0,64.0,63.0,68.0,67.0,61.0,49.0,16.0,10.0,10.0,7.0,12.0,58.0,42.0,60.0,53.0,60.0,53.0,58.0,69.0,64.0,65.0,71.0,23.0,89.0,82.0,37.0,51.0,67.0,51.0
M. Eriksson,27,Sweden,RM ,70,65.0,89.0,67.0,80.0,66.0,71.0,71.0,68.0,65.0,69.0,66.0,10.0,11.0,14.0,9.0,10.0,57.0,49.0,76.0,67.0,71.0,30.0,65.0,72.0,74.0,68.0,78.0,38.0,54.0,88.0,54.0,76.0,73.0,70.0
H. Takahashi,29,Japan,CM CDM ,70,59.0,66.0,75.0,54.0,63.0,60.0,53.0,39.0,54.0,49.0,43.0,14.0,11.0,15.0,9.0,11.0,64.0,71.0,65.0,68.0,56.0,68.0,48.0,54.0,68.0,72.0,52.0,67.0,56.0,80.0,66.0,74.0,65.0,44.0
R. Andrero,25,Chile,CB ,70,76.0,67.0,71.0,67.0,59.0,78.0,38.0,55.0,51.0,44.0,40.0,7.0,7.0,7.0,9.0,12.0,68.0,76.0,85.0,56.0,46.0,67.0,49.0,50.0,73.0,66.0,61.0,66.0,68.0,64.0,66.0,74.0,64.0,52.0
N. Nández,21,Uruguay,CM CDM ,70,71.0,61.0,62.0,73.0,69.0,72.0,52.0,42.0,55.0,39.0,52.0,8.0,8.0,14.0,5.0,15.0,44.0,72.0,75.0,70.0,58.0,69.0,55.0,42.0,68.0,72.0,66.0,68.0,69.0,64.0,68.0,62.0,65.0,31.0
K. LuaLua,26,DR Congo,LW LM ,70,90.0,70.0,88.0,70.0,71.0,68.0,63.0,63.0,69.0,65.0,68.0,8.0,9.0,13.0,16.0,11.0,56.0,28.0,57.0,57.0,70.0,19.0,64.0,67.0,67.0,65.0,80.0,43.0,86.0,69.0,40.0,67.0,64.0,67.0
G. Corral,26,Mexico,RB ,70,74.0,60.0,66.0,62.0,65.0,64.0,67.0,70.0,63.0,48.0,55.0,12.0,10.0,7.0,11.0,10.0,62.0,65.0,62.0,64.0,64.0,70.0,63.0,51.0,66.0,66.0,63.0,70.0,75.0,77.0,70.0,65.0,53.0,38.0
C. Dessers,22,Belgium,ST ,70,73.0,52.0,69.0,62.0,65.0,75.0,44.0,42.0,67.0,74.0,35.0,14.0,11.0,11.0,12.0,10.0,64.0,13.0,72.0,49.0,64.0,15.0,63.0,68.0,64.0,65.0,74.0,14.0,75.0,76.0,16.0,76.0,58.0,67.0
L. Suárez,21,Argentina,LM RM ,70,75.0,36.0,88.0,91.0,73.0,61.0,69.0,76.0,81.0,71.0,60.0,11.0,14.0,6.0,15.0,7.0,54.0,15.0,74.0,65.0,70.0,19.0,62.0,55.0,58.0,73.0,56.0,11.0,68.0,46.0,22.0,38.0,75.0,59.0
E. Manucharyan,30,Armenia,ST RM ,70,81.0,65.0,75.0,76.0,67.0,62.0,68.0,39.0,72.0,68.0,67.0,8.0,12.0,14.0,12.0,7.0,48.0,32.0,53.0,67.0,68.0,20.0,61.0,67.0,66.0,70.0,60.0,20.0,75.0,65.0,22.0,62.0,61.0,62.0
Gabriel Silva,26,Brazil,LWB LM LB ,70,75.0,70.0,78.0,73.0,71.0,65.0,73.0,73.0,63.0,54.0,58.0,15.0,6.0,10.0,5.0,7.0,49.0,69.0,70.0,72.0,59.0,58.0,57.0,63.0,68.0,75.0,72.0,66.0,77.0,74.0,68.0,59.0,59.0,59.0
J. Celerios,33,Chile,CB ,70,56.0,49.0,45.0,61.0,51.0,60.0,57.0,51.0,44.0,52.0,55.0,9.0,15.0,7.0,9.0,11.0,76.0,55.0,62.0,61.0,44.0,74.0,62.0,31.0,67.0,62.0,53.0,74.0,59.0,59.0,72.0,90.0,44.0,49.0
S. Freis,32,Germany,ST LM ,70,71.0,48.0,73.0,61.0,67.0,64.0,65.0,58.0,69.0,70.0,49.0,7.0,16.0,11.0,13.0,10.0,62.0,43.0,59.0,62.0,63.0,41.0,61.0,72.0,71.0,69.0,72.0,29.0,77.0,77.0,39.0,70.0,63.0,65.0
A. Seculin,26,Italy,GK ,70,30.0,33.0,43.0,37.0,21.0,58.0,13.0,12.0,12.0,12.0,12.0,73.0,67.0,57.0,63.0,79.0,12.0,10.0,41.0,25.0,12.0,13.0,23.0,11.0,64.0,29.0,21.0,12.0,30.0,29.0,10.0,48.0,43.0,11.0
S. Kutschke,28,Germany,ST ,70,53.0,81.0,46.0,37.0,54.0,74.0,38.0,37.0,51.0,76.0,29.0,9.0,11.0,11.0,14.0,10.0,78.0,20.0,49.0,34.0,66.0,22.0,73.0,78.0,68.0,52.0,78.0,18.0,55.0,69.0,47.0,87.0,50.0,53.0
A. Sutchuin-Djoum,28,Cameroon,CAM CM ,70,71.0,53.0,78.0,73.0,70.0,58.0,52.0,57.0,66.0,56.0,53.0,16.0,13.0,7.0,8.0,12.0,53.0,58.0,74.0,74.0,62.0,66.0,51.0,63.0,67.0,78.0,70.0,64.0,73.0,76.0,67.0,75.0,62.0,55.0
J. Mensah,26,Ghana,CB ,70,65.0,77.0,57.0,46.0,51.0,63.0,41.0,38.0,42.0,28.0,31.0,6.0,13.0,12.0,9.0,8.0,67.0,67.0,72.0,69.0,59.0,69.0,44.0,25.0,66.0,69.0,79.0,66.0,71.0,72.0,69.0,79.0,42.0,55.0
Fede Vico,22,Spain,RM LM ,70,82.0,48.0,81.0,86.0,70.0,60.0,68.0,70.0,74.0,63.0,57.0,9.0,13.0,12.0,13.0,13.0,43.0,50.0,70.0,67.0,56.0,49.0,51.0,60.0,63.0,69.0,61.0,55.0,74.0,63.0,57.0,47.0,73.0,47.0
R. Robayo,33,Colombia,CDM ,70,67.0,70.0,68.0,52.0,72.0,76.0,66.0,63.0,70.0,55.0,49.0,8.0,6.0,15.0,9.0,11.0,59.0,62.0,66.0,71.0,70.0,70.0,58.0,71.0,73.0,69.0,70.0,64.0,65.0,75.0,70.0,72.0,70.0,50.0
E. Martinez,24,Argentina,GK ,70,59.0,37.0,49.0,49.0,26.0,37.0,22.0,22.0,13.0,16.0,20.0,71.0,68.0,73.0,67.0,72.0,26.0,13.0,60.0,46.0,26.0,12.0,42.0,12.0,60.0,27.0,28.0,20.0,57.0,14.0,20.0,70.0,49.0,23.0
Bernardo,23,Spain,CB ,70,34.0,74.0,58.0,37.0,59.0,61.0,26.0,41.0,31.0,36.0,37.0,7.0,15.0,10.0,7.0,9.0,76.0,66.0,74.0,57.0,37.0,69.0,32.0,33.0,59.0,64.0,56.0,61.0,53.0,61.0,67.0,88.0,42.0,18.0
P. Gollini,22,Italy,GK ,70,46.0,19.0,56.0,52.0,24.0,25.0,17.0,13.0,18.0,14.0,15.0,73.0,59.0,60.0,70.0,76.0,19.0,18.0,52.0,25.0,17.0,15.0,21.0,12.0,72.0,31.0,23.0,19.0,48.0,40.0,12.0,68.0,30.0,20.0
L. Ruiz,30,Colombia,ST ,70,66.0,55.0,73.0,53.0,66.0,67.0,35.0,34.0,57.0,72.0,33.0,11.0,6.0,9.0,14.0,14.0,75.0,24.0,90.0,53.0,63.0,23.0,71.0,73.0,68.0,58.0,72.0,26.0,68.0,71.0,26.0,81.0,53.0,61.0
F. Agliardi,34,Italy,GK ,70,45.0,39.0,48.0,40.0,23.0,55.0,16.0,16.0,12.0,18.0,17.0,70.0,66.0,64.0,67.0,72.0,12.0,23.0,72.0,33.0,17.0,16.0,21.0,14.0,69.0,35.0,33.0,17.0,46.0,32.0,15.0,64.0,33.0,17.0
R. Rezaeian,27,Iran,RM RB ,70,72.0,72.0,59.0,56.0,67.0,68.0,76.0,75.0,68.0,52.0,71.0,8.0,11.0,11.0,9.0,7.0,58.0,67.0,65.0,71.0,70.0,66.0,68.0,66.0,68.0,69.0,75.0,67.0,73.0,70.0,68.0,73.0,67.0,63.0
D. Blum,26,Germany,LM RM ST ,70,86.0,47.0,76.0,66.0,74.0,63.0,68.0,75.0,76.0,67.0,71.0,13.0,10.0,11.0,6.0,10.0,50.0,28.0,56.0,53.0,74.0,22.0,44.0,67.0,68.0,63.0,77.0,23.0,87.0,55.0,34.0,70.0,50.0,57.0
M. Hefele,26,Germany,CB ,70,48.0,77.0,34.0,45.0,52.0,61.0,38.0,21.0,48.0,42.0,39.0,14.0,11.0,13.0,16.0,12.0,71.0,64.0,71.0,65.0,34.0,69.0,60.0,54.0,64.0,65.0,54.0,65.0,55.0,64.0,69.0,87.0,52.0,30.0
A. Nocerino,32,Italy,CM CDM ,70,57.0,68.0,74.0,82.0,71.0,71.0,62.0,64.0,65.0,60.0,60.0,5.0,15.0,14.0,6.0,7.0,57.0,67.0,51.0,75.0,69.0,66.0,74.0,60.0,64.0,76.0,80.0,65.0,55.0,70.0,67.0,69.0,66.0,69.0
Esmael,26,Portugal,ST ,70,68.0,55.0,71.0,62.0,71.0,70.0,59.0,61.0,70.0,71.0,50.0,10.0,13.0,14.0,6.0,9.0,69.0,24.0,65.0,54.0,60.0,15.0,53.0,64.0,67.0,64.0,69.0,16.0,77.0,73.0,19.0,86.0,57.0,60.0
S. Saad,28,Egypt,CB ,70,76.0,58.0,70.0,67.0,46.0,63.0,41.0,50.0,58.0,36.0,49.0,14.0,13.0,10.0,7.0,12.0,65.0,68.0,68.0,57.0,40.0,70.0,52.0,45.0,66.0,56.0,51.0,82.0,78.0,66.0,83.0,64.0,56.0,49.0
R. Yaremchuk,21,Ukraine,ST ,70,63.0,46.0,56.0,58.0,62.0,62.0,36.0,35.0,64.0,68.0,45.0,14.0,15.0,13.0,7.0,13.0,75.0,28.0,67.0,48.0,73.0,23.0,56.0,74.0,69.0,66.0,70.0,26.0,66.0,68.0,25.0,72.0,51.0,59.0
Manucho,34,Angola,ST ,70,52.0,72.0,61.0,66.0,70.0,56.0,52.0,57.0,65.0,61.0,42.0,10.0,9.0,13.0,15.0,7.0,82.0,32.0,73.0,45.0,58.0,13.0,58.0,71.0,60.0,66.0,80.0,25.0,69.0,75.0,32.0,87.0,51.0,73.0
Alex Geijo,34,Spain,ST ,70,60.0,63.0,64.0,56.0,65.0,71.0,51.0,63.0,62.0,72.0,53.0,13.0,14.0,8.0,8.0,7.0,73.0,28.0,79.0,50.0,59.0,24.0,74.0,73.0,70.0,61.0,74.0,26.0,65.0,60.0,31.0,80.0,55.0,67.0
A. Galabinov,28,Bulgaria,ST ,70,55.0,52.0,44.0,33.0,67.0,66.0,50.0,64.0,65.0,72.0,76.0,9.0,5.0,7.0,11.0,14.0,68.0,12.0,63.0,50.0,70.0,11.0,64.0,74.0,68.0,65.0,70.0,11.0,55.0,74.0,15.0,90.0,52.0,64.0
L. Magallán,23,Argentina,CB ,70,53.0,65.0,59.0,51.0,59.0,61.0,44.0,34.0,58.0,35.0,36.0,7.0,9.0,7.0,14.0,16.0,74.0,68.0,85.0,53.0,34.0,68.0,44.0,34.0,67.0,60.0,50.0,66.0,62.0,71.0,70.0,78.0,36.0,29.0
L. Garbutt,24,England,LM LWB LB ,70,71.0,67.0,70.0,69.0,69.0,63.0,75.0,76.0,66.0,45.0,74.0,14.0,9.0,6.0,15.0,10.0,59.0,64.0,71.0,63.0,63.0,68.0,43.0,64.0,66.0,70.0,58.0,69.0,70.0,74.0,67.0,66.0,63.0,44.0
Alam Basteirinho,25,Brazil,CAM ,70,51.0,63.0,63.0,64.0,71.0,71.0,68.0,65.0,73.0,59.0,73.0,11.0,10.0,10.0,12.0,14.0,48.0,48.0,49.0,66.0,65.0,37.0,71.0,68.0,68.0,72.0,54.0,44.0,55.0,47.0,47.0,46.0,76.0,67.0
Y. Kashiwa,29,Japan,RM LM ,70,89.0,28.0,92.0,87.0,68.0,65.0,68.0,54.0,72.0,58.0,40.0,15.0,10.0,9.0,11.0,13.0,50.0,32.0,80.0,57.0,57.0,31.0,51.0,59.0,64.0,64.0,63.0,34.0,85.0,81.0,35.0,36.0,62.0,59.0
G. Gardner,25,England,CDM CM ,70,52.0,70.0,60.0,53.0,74.0,76.0,70.0,73.0,62.0,60.0,75.0,11.0,12.0,12.0,9.0,15.0,75.0,60.0,62.0,72.0,75.0,55.0,74.0,63.0,65.0,72.0,83.0,61.0,53.0,76.0,67.0,69.0,66.0,76.0
Angel Martínez,26,Spain,LB ,70,75.0,70.0,72.0,70.0,61.0,61.0,74.0,48.0,49.0,43.0,57.0,14.0,7.0,16.0,12.0,14.0,51.0,63.0,75.0,54.0,52.0,66.0,61.0,47.0,68.0,56.0,63.0,68.0,73.0,85.0,75.0,75.0,56.0,44.0
Carraça,24,Portugal,CDM ,70,74.0,75.0,73.0,71.0,69.0,63.0,60.0,68.0,67.0,46.0,69.0,10.0,15.0,12.0,14.0,15.0,52.0,67.0,78.0,69.0,69.0,64.0,58.0,60.0,73.0,73.0,77.0,63.0,67.0,77.0,68.0,69.0,64.0,57.0
C. Skuse,31,England,CDM CM ,70,53.0,70.0,66.0,68.0,70.0,68.0,60.0,68.0,62.0,55.0,57.0,13.0,12.0,9.0,9.0,10.0,67.0,74.0,69.0,69.0,56.0,69.0,56.0,59.0,71.0,72.0,66.0,71.0,57.0,84.0,72.0,72.0,66.0,46.0
A. Weber,30,France,CB ,70,29.0,58.0,29.0,52.0,64.0,73.0,32.0,53.0,24.0,28.0,37.0,9.0,8.0,10.0,16.0,15.0,76.0,74.0,64.0,73.0,24.0,73.0,42.0,36.0,65.0,71.0,28.0,61.0,30.0,64.0,73.0,76.0,57.0,25.0
